Entity,Code,Day,75+_start,75-79_start,60-64_start,0-17_start,80+_start,65-69_start,70-74_start,18-24_start,65-74_start,45-54_start,50-54_start,55-59_start,50-59_start,35-44_start,18-29_start,70-79_start,25-49_start,25-34_start,60-69_start,30-39_start,40-49_start,55-64_start,12-17_start
Uruguay,URY,2021-03-18,0.63,,,,,,,2.52,6.34,11.01,,,,9.3,,,,7.09,,,,28.04,0
Uruguay,URY,2021-03-19,0.66,,,,,,,2.64,10.57,13.03,,,,9.39,,,,7.25,,,,31.61,0
Uruguay,URY,2021-03-20,0.67,,,,,,,2.64,12.1,13.75,,,,9.4,,,,7.25,,,,32.88,0
Uruguay,URY,2021-03-21,0.67,,,,,,,2.64,12.1,13.75,,,,9.4,,,,7.25,,,,32.88,0
Uruguay,URY,2021-03-22,5.35,,,,,,,2.77,14.96,15.22,,,,9.76,,,,7.56,,,,35.3,0
Uruguay,URY,2021-03-23,9.49,,,,,,,2.99,17.5,16.63,,,,10.17,,,,7.93,,,,37.5,0
Uruguay,URY,2021-03-24,12.48,,,,,,,3.34,19.96,18.11,,,,10.72,,,,8.37,,,,39.77,0
Uruguay,URY,2021-03-25,15.25,,,,,,,3.8,23.27,20.06,,,,11.36,,,,8.92,,,,42.71,0
Uruguay,URY,2021-03-26,17.84,,,,,,,4.24,26.29,21.92,,,,12.01,,,,9.46,,,,45.48,0
Uruguay,URY,2021-03-27,18.85,,,,,,,4.34,27.33,22.52,,,,12.16,,,,9.58,,,,46.41,0
Uruguay,URY,2021-03-28,18.85,,,,,,,4.34,27.33,22.52,,,,12.16,,,,9.58,,,,46.41,0
Uruguay,URY,2021-03-29,21.42,,,,,,,5.66,28.02,23.8,,,,13.86,,,,11.09,,,,47.09,0
Uruguay,URY,2021-03-30,23.95,,,,,,,7.06,28.66,25.14,,,,15.67,,,,12.67,,,,47.75,0
Uruguay,URY,2021-03-31,26.37,,,,,,,8.41,29.36,26.5,,,,17.45,,,,14.22,,,,48.39,0
Uruguay,URY,2021-04-01,28.69,,,,,,,9.85,30.25,27.96,,,,19.3,,,,15.83,,,,49.06,0
Uruguay,URY,2021-04-02,30.93,,,,,,,11.31,31.48,29.42,,,,21.14,,,,17.44,,,,49.82,0
Uruguay,URY,2021-04-03,31.71,,,,,,,11.74,31.76,29.86,,,,21.69,,,,17.93,,,,50.09,0
Uruguay,URY,2021-04-04,31.71,,,,,,,11.74,31.76,29.86,,,,21.69,,,,17.93,,,,50.09,0
Uruguay,URY,2021-04-05,31.79,,,,,,,11.77,32.9,30.47,,,,21.73,,,,17.97,,,,51.16,0
Uruguay,URY,2021-04-06,31.83,,,,,,,11.79,35.47,31.84,,,,21.79,,,,18.01,,,,53.49,0
Uruguay,URY,2021-04-07,31.84,,,,,,,11.81,37.61,33.2,,,,21.82,,,,18.04,,,,55.92,0
Uruguay,URY,2021-04-08,31.85,,,,,,,11.92,39.92,34.97,,,,22.29,,,,18.19,,,,58.44,0
Uruguay,URY,2021-04-09,32.14,,,,,,,12.13,40.87,35.42,,,,22.67,,,,18.46,,,,59.1,0
Uruguay,URY,2021-04-10,35.05,,,,,,,12.17,43.45,35.7,,,,22.84,,,,18.52,,,,59.36,0
Uruguay,URY,2021-04-11,35.05,,,,,,,12.17,43.46,35.74,,,,22.87,,,,18.52,,,,59.36,0
Uruguay,URY,2021-04-12,38.68,,,,,,,12.3,48.13,36.99,,,,23.55,,,,18.83,,,,62.72,0
Uruguay,URY,2021-04-13,42.13,,,,,,,12.63,51.73,38.78,,,,24.63,,,,19.37,,,,65.78,0
Uruguay,URY,2021-04-14,45.07,,,,,,,13.06,54.95,41.02,,,,26.03,,,,20.03,,,,68.42,0
Uruguay,URY,2021-04-15,47.83,,,,,,,13.39,56.97,42.22,,,,27.16,,,,20.59,,,,69.39,0
Uruguay,URY,2021-04-16,50.45,,,,,,,13.83,58.75,43.42,,,,28.25,,,,21.19,,,,70.19,0
Uruguay,URY,2021-04-17,55.69,,,,,,,13.98,61.87,43.58,,,,28.41,,,,21.31,,,,70.54,0
Uruguay,URY,2021-04-18,58.32,,,,,,,13.98,64.58,43.59,,,,28.41,,,,21.32,,,,70.94,0
Uruguay,URY,2021-04-19,58.94,,,,,,,14.11,65.24,43.82,,,,28.61,,,,21.52,,,,71.25,0
Uruguay,URY,2021-04-20,59.56,,,,,,,14.24,66.02,44.26,,,,28.83,,,,21.68,,,,71.83,0
Uruguay,URY,2021-04-21,60.15,,,,,,,14.36,66.74,44.7,,,,29.08,,,,21.83,,,,72.25,0
Uruguay,URY,2021-04-22,60.83,,,,,,,14.45,67.53,45.06,,,,29.32,,,,21.97,,,,72.62,0
Uruguay,URY,2021-04-23,62.12,,,,,,,14.52,68.65,45.51,,,,29.59,,,,22.09,,,,73.03,0
Uruguay,URY,2021-04-24,63.65,,,,,,,14.53,69.9,45.71,,,,29.62,,,,22.11,,,,73.33,0
Uruguay,URY,2021-04-25,63.65,,,,,,,14.53,69.92,45.75,,,,29.62,,,,22.11,,,,73.39,0
Uruguay,URY,2021-04-26,64.79,,,,,,,14.57,70.91,45.99,,,,29.67,,,,22.15,,,,73.81,0
Uruguay,URY,2021-04-27,65.82,,,,,,,14.59,71.66,46.28,,,,29.72,,,,22.18,,,,74.23,0
Uruguay,URY,2021-04-28,66.91,,,,,,,14.62,72.46,46.55,,,,29.79,,,,22.22,,,,74.55,0
Uruguay,URY,2021-04-29,67.86,,,,,,,14.66,73.21,46.85,,,,29.9,,,,22.26,,,,74.83,0
Uruguay,URY,2021-04-30,68.87,,,,,,,14.74,73.96,47.11,,,,30.01,,,,22.37,,,,75.1,0
Uruguay,URY,2021-05-01,68.87,,,,,,,14.74,73.96,47.11,,,,30.01,,,,22.37,,,,75.1,0
Uruguay,URY,2021-05-02,68.87,,,,,,,14.75,73.96,47.12,,,,30.01,,,,22.38,,,,75.12,0
Uruguay,URY,2021-05-03,71.43,,,,,,,14.77,75.82,47.21,,,,30.12,,,,22.47,,,,75.17,0
Uruguay,URY,2021-05-04,73.71,,,,,,,14.8,77.4,47.26,,,,30.31,,,,22.62,,,,75.2,0
Uruguay,URY,2021-05-05,75.75,,,,,,,14.82,78.81,47.31,,,,30.45,,,,22.71,,,,75.24,0
Uruguay,URY,2021-05-06,77.64,,,,,,,14.9,80.09,47.35,,,,30.57,,,,22.83,,,,75.28,0
Uruguay,URY,2021-05-07,79.45,,,,,,,14.97,81.33,47.39,,,,30.64,,,,22.9,,,,75.33,0
Uruguay,URY,2021-05-08,80.22,,,,,,,14.98,81.95,47.4,,,,30.64,,,,22.91,,,,75.34,0
Uruguay,URY,2021-05-09,80.22,,,,,,,14.98,81.95,47.4,,,,30.64,,,,22.91,,,,75.34,0
Uruguay,URY,2021-05-10,81.3,,,,,,,15,82.75,47.54,,,,30.71,,,,22.96,,,,75.66,0
Uruguay,URY,2021-05-11,82.4,,,,,,,15.02,83.35,47.82,,,,30.74,,,,23,,,,75.77,0
Uruguay,URY,2021-05-12,83.09,,,,,,,15.05,83.6,48.24,,,,31,,,,23.16,,,,75.97,0
Uruguay,URY,2021-05-13,83.61,,,,,,,15.1,85.11,51.75,,,,32.06,,,,23.56,,,,78.47,0
Uruguay,URY,2021-05-14,84.21,,,,,,,15.15,85.74,56.49,,,,33.71,,,,24.06,,,,80.19,0
Uruguay,URY,2021-05-15,84.22,,,,,,,15.17,86.01,58.63,,,,34.45,,,,24.23,,,,81.16,0
Uruguay,URY,2021-05-16,84.22,,,,,,,15.17,86.01,58.66,,,,34.45,,,,24.23,,,,81.16,0
Uruguay,URY,2021-05-17,84.31,,,,,,,15.2,86.35,64.71,,,,36.83,,,,24.73,,,,82.76,0
Uruguay,URY,2021-05-18,84.97,,,,,,,15.29,86.62,68.12,,,,41.42,,,,25.26,,,,83.32,0
Uruguay,URY,2021-05-19,85.04,,,,,,,15.31,86.73,70.62,,,,45.96,,,,25.87,,,,83.58,0
Uruguay,URY,2021-05-20,85.08,,,,,,,15.92,86.84,73.11,,,,50.13,,,,27.17,,,,83.82,0
Uruguay,URY,2021-05-21,85.48,,,,,,,16.93,87.12,75.13,,,,53.11,,,,28.36,,,,84.06,0
Uruguay,URY,2021-05-22,85.49,,,,,,,16.95,87.18,75.4,,,,54.71,,,,28.86,,,,84.15,0
Uruguay,URY,2021-05-23,85.49,,,,,,,16.95,87.18,75.42,,,,54.84,,,,28.9,,,,84.16,0
Uruguay,URY,2021-05-24,85.82,,,,,,,17.56,87.42,75.85,,,,58.56,,,,31.28,,,,84.42,0
Uruguay,URY,2021-05-25,85.94,,,,,,,18.2,87.57,76.19,,,,61.98,,,,33.74,,,,84.63,0
Uruguay,URY,2021-05-26,86.08,,,,,,,18.97,87.74,76.55,,,,64.8,,,,36.53,,,,84.86,0
Uruguay,URY,2021-05-27,86.28,,,,,,,19.92,87.97,76.99,,,,67.52,,,,39.24,,,,85.15,0
Uruguay,URY,2021-05-28,86.42,,,,,,,20.79,88.14,77.32,,,,69.55,,,,41.22,,,,85.39,0
Uruguay,URY,2021-06-11,86.63,,,,,,,50.34,88.55,81.74,,,,77.95,,,,69.19,,,,87.36,5.98
Uruguay,URY,2021-06-18,86.96,,,,,,,52.12,88.82,82.36,,,,78.58,,,,70.02,,,,87.64,19.4
Uruguay,URY,2021-06-25,87.56,,,,,,,55.51,89.28,83.02,,,,79.66,,,,71.6,,,,88.08,27.7
Uruguay,URY,2021-07-09,88.18,,,,,,,66.43,89.78,84,,,,81.24,,,,74.49,,,,88.66,56.5
